    0.0000    0.000000    0.000000   -2.000000    0.000000
    0.0020   -0.000000    0.000000   -1.999881   -0.017999
    0.0040   -0.000000    0.000000   -1.999524   -0.035997
    0.0060   -0.000000    0.000001   -1.998930   -0.053990
    0.0080   -0.000000    0.000001   -1.998097   -0.071976
    0.0100   -0.000000    0.000001   -1.997027   -0.089955
    0.0120   -0.000000    0.000001   -1.995720   -0.107922
    0.0140   -0.000000    0.000001   -1.994174   -0.125876
    0.0160   -0.000000    0.000001   -1.992391   -0.143816
    0.0180   -0.000000    0.000002   -1.990371   -0.161738
    0.0200   -0.000000    0.000002   -1.988113   -0.179641
    0.0220   -0.000000    0.000002   -1.985618   -0.197523
    0.0240   -0.000000    0.000002   -1.982886   -0.215381
    0.0260   -0.000000    0.000002   -1.979918   -0.233213
    0.0280   -0.000000    0.000003   -1.976712   -0.251018
    0.0300   -0.000000    0.000003   -1.973270   -0.268792
    0.0320   -0.000000    0.000003   -1.969591   -0.286534
    0.0340   -0.000000    0.000003   -1.965676   -0.304242
    0.0360   -0.000000    0.000003   -1.961525   -0.321913
    0.0380   -0.000000    0.000003   -1.957139   -0.339546
    0.0400   -0.000000    0.000004   -1.952516   -0.357138
    0.0420   -0.000001    0.000004   -1.947659   -0.374686
    0.0440   -0.000001    0.000004   -1.942566   -0.392190
    0.0460   -0.000001    0.000004   -1.937239   -0.409646
    0.0480   -0.000001    0.000004   -1.931677   -0.427053
    0.0500   -0.000001    0.000004   -1.925881   -0.444407
    0.0520   -0.000001    0.000005   -1.919852   -0.461708
    0.0540   -0.000001    0.000005   -1.913589   -0.478953
    0.0560   -0.000001    0.000005   -1.907092   -0.496139
    0.0580   -0.000001    0.000005   -1.900363   -0.513265
    0.0600   -0.000001    0.000005   -1.893402   -0.530328
    0.0620   -0.000001    0.000005   -1.886209   -0.547326
    0.0640   -0.000001    0.000006   -1.878784   -0.564257
    0.0660   -0.000001    0.000006   -1.871128   -0.581118
    0.0680   -0.000001    0.000006   -1.863241   -0.597908
    0.0700   -0.000001    0.000006   -1.855124   -0.614624
    0.0720   -0.000002    0.000006   -1.846778   -0.631263
    0.0740   -0.000002    0.000006   -1.838202   -0.647825
    0.0760   -0.000002    0.000007   -1.829398   -0.664306
    0.0780   -0.000002    0.000007   -1.820365   -0.680704
    0.0800   -0.000002    0.000007   -1.811105   -0.697016
    0.0820   -0.000002    0.000007   -1.801617   -0.713242
    0.0840   -0.000002    0.000007   -1.791904   -0.729378
    0.0860   -0.000002    0.000007   -1.781964   -0.745422
    0.0880   -0.000002    0.000008   -1.771799   -0.761371
    0.0900   -0.000002    0.000008   -1.761410   -0.777225
    0.0920   -0.000002    0.000008   -1.750797   -0.792979
    0.0940   -0.000003    0.000008   -1.739960   -0.808632
    0.0960   -0.000003    0.000008   -1.728901   -0.824182
    0.0980   -0.000003    0.000008   -1.717620   -0.839626
    0.1000   -0.000003    0.000009   -1.706119   -0.854962
    0.1020   -0.000003    0.000009   -1.694397   -0.870188
    0.1040   -0.000003    0.000009   -1.682455   -0.885301
    0.1060   -0.000003    0.000009   -1.670295   -0.900299
    0.1080   -0.000003    0.000009   -1.657917   -0.915180
    0.1100   -0.000004    0.000009   -1.645322   -0.929940
    0.1120   -0.000004    0.000009   -1.632512   -0.944579
    0.1140   -0.000004    0.000010   -1.619486   -0.959093
    0.1160   -0.000004    0.000010   -1.606246   -0.973481
    0.1180   -0.000004    0.000010   -1.592792   -0.987739
    0.1200   -0.000004    0.000010   -1.579127   -1.001866
    0.1220   -0.000004    0.000010   -1.565250   -1.015858
    0.1240   -0.000004    0.000010   -1.551163   -1.029714
    0.1260   -0.000005    0.000010   -1.536867   -1.043432
    0.1280   -0.000005    0.000011   -1.522363   -1.057008
    0.1300   -0.000005    0.000011   -1.507652   -1.070441
    0.1320   -0.000005    0.000011   -1.492736   -1.083727
    0.1340   -0.000005    0.000011   -1.477615   -1.096865
    0.1360   -0.000005    0.000011   -1.462291   -1.109852
    0.1380   -0.000006    0.000011   -1.446764   -1.122686
    0.1400   -0.000006    0.000011   -1.431037   -1.135364
    0.1420   -0.000006    0.000011   -1.415111   -1.147884
    0.1440   -0.000006    0.000012   -1.398987   -1.160243
    0.1460   -0.000006    0.000012   -1.382665   -1.172439
    0.1480   -0.000006    0.000012   -1.366149   -1.184470
    0.1500   -0.000007    0.000012   -1.349439   -1.196332
